customer_id,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
1100,221,6,3107.59,3,4,4,11,Loyal Customers
1101,585,3,366.90000000000003,1,2,1,4,At Risk
1102,1,4,1321.72,4,2,2,8,Potential Loyalists
1103,191,4,849.15,3,2,1,6,At Risk
1104,416,5,1751.68,2,3,3,8,Potential Loyalists
1105,11,3,1011.71,4,2,2,8,Potential Loyalists
1106,376,3,1375.72,2,2,2,6,At Risk
1107,357,6,1403.33,2,4,2,8,Potential Loyalists
1108,446,5,2295.44,1,3,4,8,Potential Loyalists
1109,1,10,4126.97,4,5,5,14,Champions
1110,146,3,10111.08,3,2,5,10,Loyal Customers
1111,50,10,4010.98,4,5,5,14,Champions
1112,1,3,2727.78,4,2,4,10,Loyal Customers
1113,126,4,7103.2300000000005,3,2,5,10,Loyal Customers
1114,103,3,980.0,3,2,2,7,Potential Loyalists
1115,285,3,524.54,2,2,1,5,At Risk
1116,415,4,1718.6100000000001,2,2,3,7,Potential Loyalists
1117,606,2,1019.98,1,1,2,4,At Risk
1118,19,6,3590.56,4,4,5,13,Champions
1119,322,3,1383.6999999999998,2,2,2,6,At Risk
1120,259,2,220.46,3,1,1,5,At Risk
1121,68,7,2466.54,4,5,4,13,Champions
1122,53,5,3390.4700000000003,4,3,5,12,Loyal Customers
1123,1,5,2091.74,4,3,3,10,Loyal Customers
1124,256,4,982.34,3,2,2,7,Potential Loyalists
1125,464,4,1814.28,1,2,3,6,At Risk
1126,632,3,1159.26,1,2,2,5,At Risk
1127,1,3,1453.1399999999999,4,2,2,8,Potential Loyalists
1128,129,1,911.4,3,1,2,6,At Risk
1130,157,6,2801.7,3,4,4,11,Loyal Customers
1131,506,1,391.75,1,1,1,3,Churned
1132,353,3,1682.66,2,2,3,7,Potential Loyalists
1133,1,6,2283.88,4,4,4,12,Loyal Customers
1134,1,8,2084.6600000000003,4,5,3,12,Loyal Customers
1135,365,3,843.21,2,2,1,5,At Risk
1136,69,4,453.07,4,2,1,7,Potential Loyalists
1137,1,5,1260.9,4,3,2,9,Potential Loyalists
1138,229,4,1027.16,3,2,2,7,Potential Loyalists
1139,1,5,1915.04,4,3,3,10,Loyal Customers
1140,1,9,3484.9300000000003,4,5,5,14,Champions
1141,1,3,173.98000000000002,4,2,1,7,Potential Loyalists
1142,1,3,927.1800000000001,4,2,2,8,Potential Loyalists
1143,462,3,549.61,1,2,1,4,At Risk
1144,579,3,568.01,1,2,1,4,At Risk
1145,1,6,2323.68,4,4,4,12,Loyal Customers
1146,592,5,1168.13,1,3,2,6,At Risk
1147,1,5,3927.28,4,3,5,12,Loyal Customers
1149,148,8,3441.02,3,5,5,13,Champions
1150,265,3,2525.38,3,2,4,9,Potential Loyalists
1151,1,4,1940.1,4,2,3,9,Potential Loyalists
1152,131,6,3382.8900000000003,3,4,5,12,Loyal Customers
1153,561,4,1062.01,1,2,2,5,At Risk
1154,1,3,935.31,4,2,2,8,Potential Loyalists
1155,656,3,1597.3899999999999,1,2,3,6,At Risk
1156,1,5,2700.09,4,3,4,11,Loyal Customers
1157,100,2,1165.52,3,1,2,6,At Risk
1158,542,3,925.71,1,2,2,5,At Risk
1159,1,5,4584.5,4,3,5,12,Loyal Customers
1160,1,8,2678.73,4,5,4,13,Champions
1161,1,7,6594.62,4,5,5,14,Champions
1162,235,2,306.28,3,1,1,5,At Risk
1163,1,7,4674.79,4,5,5,14,Champions
1164,680,1,219.59,1,1,1,3,Churned
1165,42,7,2617.81,4,5,4,13,Champions
1166,1,4,2637.66,4,2,4,10,Loyal Customers
1167,110,3,2639.84,3,2,4,9,Potential Loyalists
1168,255,4,1843.3,3,2,3,8,Potential Loyalists
1169,37,6,3390.16,4,4,5,13,Champions
1170,402,1,597.35,2,1,1,4,At Risk
1171,1,4,1052.06,4,2,2,8,Potential Loyalists
1172,193,6,5334.11,3,4,5,12,Loyal Customers
1173,265,2,108.0,3,1,1,5,At Risk
1174,497,3,2318.85,1,2,4,7,Potential Loyalists
1175,419,6,2587.69,2,4,4,10,Loyal Customers
1176,553,1,201.76,1,1,1,3,Churned
1177,392,2,344.65999999999997,2,1,1,4,At Risk
1178,1,5,2006.5500000000002,4,3,3,10,Loyal Customers
1179,141,7,3561.01,3,5,5,13,Champions
1180,1,5,2054.66,4,3,3,10,Loyal Customers
1181,321,3,570.29,2,2,1,5,At Risk
1182,1,6,5010.94,4,4,5,13,Champions
1183,1,4,1904.3599999999997,4,2,3,9,Potential Loyalists
1184,1,4,1661.75,4,2,3,9,Potential Loyalists
1185,1,5,1661.38,4,3,3,10,Loyal Customers
1186,545,4,1380.85,1,2,2,5,At Risk
1187,1,5,2597.94,4,3,4,11,Loyal Customers
1188,277,3,214.42000000000002,2,2,1,5,At Risk
1189,33,7,3684.1,4,5,5,14,Champions
1190,596,2,431.76,1,1,1,3,Churned
1191,317,4,3053.83,2,2,4,8,Potential Loyalists
1192,313,4,3023.75,2,2,4,8,Potential Loyalists
1193,1,6,1517.96,4,4,3,11,Loyal Customers
1194,459,4,2398.58,1,2,4,7,Potential Loyalists
1195,371,2,497.63,2,1,1,4,At Risk
1196,1,7,3449.0299999999997,4,5,5,14,Champions
1197,128,3,1552.6100000000001,3,2,3,8,Potential Loyalists
1198,565,5,2256.37,1,3,4,8,Potential Loyalists
1199,368,4,2416.7799999999997,2,2,4,8,Potential Loyalists
1200,297,2,1067.16,2,1,2,5,At Risk
1201,717,1,884.9,1,1,2,4,At Risk
1202,456,4,1017.04,1,2,2,5,At Risk
1203,341,3,1153.21,2,2,2,6,At Risk
1204,295,4,2796.7,2,2,4,8,Potential Loyalists
1205,537,2,346.83000000000004,1,1,1,3,Churned
1206,298,6,2666.97,2,4,4,10,Loyal Customers
1207,92,4,2492.3,4,2,4,10,Loyal Customers
1208,353,4,3011.05,2,2,4,8,Potential Loyalists
1209,1,6,1205.19,4,4,2,10,Loyal Customers
1210,370,4,2148.95,2,2,4,8,Potential Loyalists
1211,248,2,536.0699999999999,3,1,1,5,At Risk
1212,503,2,1096.0900000000001,1,1,2,4,At Risk
1213,281,6,5153.95,2,4,5,11,Loyal Customers
1214,406,4,1735.41,2,2,3,7,Potential Loyalists
1216,254,5,2195.3,3,3,4,10,Loyal Customers
1217,1,5,3008.2200000000003,4,3,4,11,Loyal Customers
1218,1,5,1491.37,4,3,3,10,Loyal Customers
1219,94,9,4067.9300000000003,4,5,5,14,Champions
1220,495,4,945.0,1,2,2,5,At Risk
1222,446,3,1353.55,1,2,2,5,At Risk
1223,1,3,665.24,4,2,1,7,Potential Loyalists
1224,204,3,562.09,3,2,1,6,At Risk
1225,308,5,1485.8799999999999,2,3,3,8,Potential Loyalists
1226,483,3,964.03,1,2,2,5,At Risk
1227,1,10,13405.23,4,5,5,14,Champions
1228,1,5,1879.78,4,3,3,10,Loyal Customers
1229,1,8,3869.95,4,5,5,14,Champions
1230,316,4,1020.2,2,2,2,6,At Risk
1231,1,7,3673.3,4,5,5,14,Champions
1232,339,2,1153.21,2,1,2,5,At Risk
1233,52,11,5080.51,4,5,5,14,Champions
1234,1,3,1191.08,4,2,2,8,Potential Loyalists
1235,1,9,4376.76,4,5,5,14,Champions
1236,1,7,2816.33,4,5,4,13,Champions
1237,38,4,2901.41,4,2,4,10,Loyal Customers
1239,384,6,1512.08,2,4,3,9,Potential Loyalists
1240,358,4,1119.52,2,2,2,6,At Risk
1241,52,8,3902.2799999999997,4,5,5,14,Champions
1242,424,4,1322.25,2,2,2,6,At Risk
1243,361,6,1344.18,2,4,2,8,Potential Loyalists
1244,210,5,3334.64,3,3,5,11,Loyal Customers
1246,582,8,2586.26,1,5,4,10,Loyal Customers
1248,1,4,1298.92,4,2,2,8,Potential Loyalists
1249,515,3,893.6999999999999,1,2,2,5,At Risk
1250,563,3,1326.3899999999999,1,2,2,5,At Risk
1251,522,3,702.08,1,2,1,4,At Risk
1252,540,4,1588.1799999999998,1,2,3,6,At Risk
1253,462,4,2685.7,1,2,4,7,Potential Loyalists
1254,544,4,1502.66,1,2,3,6,At Risk
1255,639,2,1900.47,1,1,3,5,At Risk
1256,368,2,1072.02,2,1,2,5,At Risk
1257,348,5,7249.679999999999,2,3,5,10,Loyal Customers
1258,144,4,1066.49,3,2,2,7,Potential Loyalists
1259,55,9,6124.26,4,5,5,14,Champions
1260,1,3,1442.97,4,2,2,8,Potential Loyalists
1261,1,1,152.0,4,1,1,6,At Risk
1262,1,5,1829.8400000000001,4,3,3,10,Loyal Customers
1263,231,7,3402.79,3,5,5,13,Champions
1264,456,3,1161.59,1,2,2,5,At Risk
1265,289,4,1889.72,2,2,3,7,Potential Loyalists
1266,323,9,6771.400000000001,2,5,5,12,Loyal Customers
1267,1,5,2331.86,4,3,4,11,Loyal Customers
1268,1,5,1261.83,4,3,2,9,Potential Loyalists
1269,249,7,3473.33,3,5,5,13,Champions
1270,151,3,939.23,3,2,2,7,Potential Loyalists
1271,31,3,1419.61,4,2,2,8,Potential Loyalists
1272,586,3,592.6600000000001,1,2,1,4,At Risk
1273,230,3,1229.58,3,2,2,7,Potential Loyalists
1274,86,3,1623.25,4,2,3,9,Potential Loyalists
1275,69,4,3027.56,4,2,4,10,Loyal Customers
1276,1,5,1318.31,4,3,2,9,Potential Loyalists
1277,547,3,484.35,1,2,1,4,At Risk
1278,67,6,3425.94,4,4,5,13,Champions
1279,1,9,4055.2599999999998,4,5,5,14,Champions
1280,450,5,1545.93,1,3,3,7,Potential Loyalists
1281,1,5,2552.22,4,3,4,11,Loyal Customers
1282,1,3,599.78,4,2,1,7,Potential Loyalists
1283,288,4,1295.99,2,2,2,6,At Risk
1284,60,6,3321.91,4,4,5,13,Champions
1285,397,2,880.4,2,1,2,5,At Risk
1286,531,3,795.38,1,2,1,4,At Risk
1287,218,4,968.1899999999999,3,2,2,7,Potential Loyalists
1288,175,3,841.01,3,2,1,6,At Risk
1289,567,3,1232.2,1,2,2,5,At Risk
1290,291,6,7041.200000000001,2,4,5,11,Loyal Customers
1291,1,6,2056.93,4,4,3,11,Loyal Customers
1292,1,1,1097.94,4,1,2,7,Potential Loyalists
1293,1,5,1327.8600000000001,4,3,2,9,Potential Loyalists
1294,375,7,4143.94,2,5,5,12,Loyal Customers
1295,1,7,3183.55,4,5,5,14,Champions
1296,118,4,1111.26,3,2,2,7,Potential Loyalists
1297,304,2,1610.77,2,1,3,6,At Risk
1298,368,3,329.99,2,2,1,5,At Risk
1299,86,4,2716.6099999999997,4,2,4,10,Loyal Customers
1300,1,12,4016.49,4,5,5,14,Champions
1301,267,5,2338.23,3,3,4,10,Loyal Customers
1302,348,1,205.01,2,1,1,4,At Risk
1303,1,6,3682.9300000000003,4,4,5,13,Champions
1304,542,1,128.94,1,1,1,3,Churned
1305,573,4,5429.379999999999,1,2,5,8,Potential Loyalists
1306,1,3,1008.99,4,2,2,8,Potential Loyalists
1307,159,2,650.75,3,1,1,5,At Risk
1308,273,4,3654.87,2,2,5,9,Potential Loyalists
1309,481,6,2109.93,1,4,3,8,Potential Loyalists
1310,1,2,1778.9,4,1,3,8,Potential Loyalists
1311,50,7,2028.4,4,5,3,12,Loyal Customers
1312,461,5,1375.28,1,3,2,6,At Risk
1313,1,3,441.24,4,2,1,7,Potential Loyalists
1314,32,6,3054.01,4,4,4,12,Loyal Customers
1315,1,5,723.89,4,3,1,8,Potential Loyalists
1316,142,1,941.52,3,1,2,6,At Risk
1317,329,5,1839.5300000000002,2,3,3,8,Potential Loyalists
1318,205,3,937.6899999999999,3,2,2,7,Potential Loyalists
1319,1,4,1626.98,4,2,3,9,Potential Loyalists
1320,1,3,1597.97,4,2,3,9,Potential Loyalists
1321,1,3,720.06,4,2,1,7,Potential Loyalists
1322,1,5,2013.98,4,3,3,10,Loyal Customers
1323,1,3,5174.79,4,2,5,11,Loyal Customers
1324,1,4,1054.68,4,2,2,8,Potential Loyalists
1325,77,6,2383.88,4,4,4,12,Loyal Customers
1326,1,3,704.4100000000001,4,2,1,7,Potential Loyalists
1327,522,4,1091.29,1,2,2,5,At Risk
1328,256,7,3729.01,3,5,5,13,Champions
1330,459,3,2982.75,1,2,4,7,Potential Loyalists
1331,275,6,7649.25,2,4,5,11,Loyal Customers
1332,95,4,1466.22,4,2,3,9,Potential Loyalists
1333,372,2,892.41,2,1,2,5,At Risk
1334,446,4,1126.01,1,2,2,5,At Risk
1335,138,5,1102.42,3,3,2,8,Potential Loyalists
1336,1,4,2127.8100000000004,4,2,4,10,Loyal Customers
1337,1,6,8818.880000000001,4,4,5,13,Champions
1338,1,7,1619.4,4,5,3,12,Loyal Customers
1339,1,9,3132.43,4,5,5,14,Champions
1340,1,6,4511.93,4,4,5,13,Champions
1341,1,4,1396.05,4,2,2,8,Potential Loyalists
1342,1,4,2734.54,4,2,4,10,Loyal Customers
1343,315,3,1253.81,2,2,2,6,At Risk
1344,303,4,2913.17,2,2,4,8,Potential Loyalists
1345,328,3,1823.67,2,2,3,7,Potential Loyalists
1346,210,3,647.14,3,2,1,6,At Risk
1347,1,6,3154.54,4,4,5,13,Champions
1348,341,5,1830.9299999999998,2,3,3,8,Potential Loyalists
1349,208,1,74.31,3,1,1,5,At Risk
1350,1,3,890.9000000000001,4,2,2,8,Potential Loyalists
1351,95,1,200.82,4,1,1,6,At Risk
1352,162,6,3563.17,3,4,5,12,Loyal Customers
1353,411,6,1345.71,2,4,2,8,Potential Loyalists
1354,350,4,2292.84,2,2,4,8,Potential Loyalists
1355,430,2,2424.04,2,1,4,7,Potential Loyalists
1356,472,5,3031.29,1,3,4,8,Potential Loyalists
1357,561,2,1150.3700000000001,1,1,2,4,At Risk
1358,36,4,2357.2,4,2,4,10,Loyal Customers
1359,687,1,234.11,1,1,1,3,Churned
1360,449,2,974.52,1,1,2,4,At Risk
1361,166,4,2788.79,3,2,4,9,Potential Loyalists
1362,382,2,2040.1000000000001,2,1,3,6,At Risk
1363,397,3,438.46999999999997,2,2,1,5,At Risk
1364,216,6,2147.92,3,4,4,11,Loyal Customers
1365,95,7,3704.0699999999997,4,5,5,14,Champions
1366,227,5,1853.42,3,3,3,9,Potential Loyalists
1367,361,5,5554.07,2,3,5,10,Loyal Customers
1368,428,4,2408.57,2,2,4,8,Potential Loyalists
1369,255,2,493.76,3,1,1,5,At Risk
1370,1,3,1700.2,4,2,3,9,Potential Loyalists
1371,1,2,1262.63,4,1,2,7,Potential Loyalists
1372,414,3,848.94,2,2,1,5,At Risk
1373,531,4,2020.63,1,2,3,6,At Risk
1374,1,7,2955.16,4,5,4,13,Champions
1375,172,6,3475.0000000000005,3,4,5,12,Loyal Customers
1376,177,6,3175.08,3,4,5,12,Loyal Customers
1377,588,1,185.58,1,1,1,3,Churned
1378,43,6,2064.7,4,4,3,11,Loyal Customers
1379,610,3,1076.24,1,2,2,5,At Risk
1380,1,4,1953.6200000000001,4,2,3,9,Potential Loyalists
1381,419,6,2890.6600000000003,2,4,4,10,Loyal Customers
1382,1,6,1336.38,4,4,2,10,Loyal Customers
1383,601,4,1540.63,1,2,3,6,At Risk
1384,1,4,887.08,4,2,2,8,Potential Loyalists
1385,1,7,4031.2799999999997,4,5,5,14,Champions
1386,77,3,1593.1200000000001,4,2,3,9,Potential Loyalists
1387,322,4,2719.54,2,2,4,8,Potential Loyalists
1388,1,10,7261.86,4,5,5,14,Champions
1389,326,3,4107.32,2,2,5,9,Potential Loyalists
1390,46,4,909.06,4,2,2,8,Potential Loyalists
1391,1,2,403.53999999999996,4,1,1,6,At Risk
1392,1,5,2904.89,4,3,4,11,Loyal Customers
1393,1,4,1713.5,4,2,3,9,Potential Loyalists
1394,388,5,1886.0700000000002,2,3,3,8,Potential Loyalists
1395,223,4,5799.24,3,2,5,10,Loyal Customers
1396,332,4,1115.3600000000001,2,2,2,6,At Risk
1397,368,3,989.8000000000001,2,2,2,6,At Risk
1398,683,1,290.13,1,1,1,3,Churned
1399,262,3,1278.8799999999999,3,2,2,7,Potential Loyalists
1400,385,2,417.61,2,1,1,4,At Risk
1401,1,9,10763.050000000001,4,5,5,14,Champions
1402,262,5,3240.4700000000003,3,3,5,11,Loyal Customers
1403,33,4,867.98,4,2,2,8,Potential Loyalists
1404,290,2,410.3,2,1,1,4,At Risk
1405,280,4,1393.4,2,2,2,6,At Risk
1406,330,2,808.8299999999999,2,1,1,4,At Risk
1407,182,4,4619.78,3,2,5,10,Loyal Customers
1408,1,5,1383.54,4,3,2,9,Potential Loyalists
1409,1,9,2670.95,4,5,4,13,Champions
1410,204,5,6137.66,3,3,5,11,Loyal Customers
1411,319,1,392.36,2,1,1,4,At Risk
1412,224,5,2975.9,3,3,4,10,Loyal Customers
1413,230,2,1031.9299999999998,3,1,2,6,At Risk
1414,495,2,524.4200000000001,1,1,1,3,Churned
1415,585,2,883.85,1,1,2,4,At Risk
1416,678,2,1022.58,1,1,2,4,At Risk
1417,1,7,1415.11,4,5,2,11,Loyal Customers
1418,268,4,4054.4,3,2,5,10,Loyal Customers
1419,537,3,510.89,1,2,1,4,At Risk
1420,1,5,2470.71,4,3,4,11,Loyal Customers
1421,263,6,2737.13,3,4,4,11,Loyal Customers
1422,247,5,2216.89,3,3,4,10,Loyal Customers
1423,392,5,2251.78,2,3,4,9,Potential Loyalists
1424,20,4,989.6200000000001,4,2,2,8,Potential Loyalists
1425,1,2,627.25,4,1,1,6,At Risk
1427,525,1,250.54,1,1,1,3,Churned
1428,1,9,2293.38,4,5,4,13,Champions
1429,1,4,1623.85,4,2,3,9,Potential Loyalists
1430,1,5,1222.29,4,3,2,9,Potential Loyalists
1431,1,4,1408.73,4,2,2,8,Potential Loyalists
1432,1,7,3523.06,4,5,5,14,Champions
1433,701,1,167.19,1,1,1,3,Churned
1434,169,3,2416.49,3,2,4,9,Potential Loyalists
1435,622,1,551.82,1,1,1,3,Churned
1436,416,4,1643.46,2,2,3,7,Potential Loyalists
1437,201,6,1110.84,3,4,2,9,Potential Loyalists
1438,1,4,1401.02,4,2,2,8,Potential Loyalists
1439,1,5,2318.63,4,3,4,11,Loyal Customers
1440,1,4,1822.41,4,2,3,9,Potential Loyalists
1441,533,6,3317.24,1,4,5,10,Loyal Customers
1442,1,5,1643.38,4,3,3,10,Loyal Customers
1443,1,5,1593.62,4,3,3,10,Loyal Customers
1444,1,7,1932.3899999999999,4,5,3,12,Loyal Customers
1445,472,2,306.69,1,1,1,3,Churned
1446,1,5,4364.45,4,3,5,12,Loyal Customers
1447,218,3,3663.31,3,2,5,10,Loyal Customers
1448,244,3,1135.6999999999998,3,2,2,7,Potential Loyalists
1449,355,4,2866.8199999999997,2,2,4,8,Potential Loyalists
1450,550,2,975.36,1,1,2,4,At Risk
1451,254,3,1156.5900000000001,3,2,2,7,Potential Loyalists
1452,1,3,917.44,4,2,2,8,Potential Loyalists
1453,333,6,2713.33,2,4,4,10,Loyal Customers
1454,1,4,2058.2200000000003,4,2,3,9,Potential Loyalists
1455,315,4,672.34,2,2,1,5,At Risk
1456,489,9,3832.2400000000002,1,5,5,11,Loyal Customers
1457,259,7,1341.01,3,5,2,10,Loyal Customers
1458,1,2,524.76,4,1,1,6,At Risk
1459,1,3,636.21,4,2,1,7,Potential Loyalists
1460,147,2,1222.4099999999999,3,1,2,6,At Risk
1461,161,5,3808.56,3,3,5,11,Loyal Customers
1462,45,7,3804.07,4,5,5,14,Champions
1463,301,8,3862.3,2,5,5,12,Loyal Customers
1464,247,6,2539.62,3,4,4,11,Loyal Customers
1465,329,6,5439.469999999999,2,4,5,11,Loyal Customers
1466,303,4,1451.16,2,2,2,6,At Risk
1467,488,2,662.89,1,1,1,3,Churned
1468,449,7,4294.58,1,5,5,11,Loyal Customers
1469,405,5,3441.93,2,3,5,10,Loyal Customers
1470,1,4,2103.09,4,2,3,9,Potential Loyalists
1471,363,5,1583.3,2,3,3,8,Potential Loyalists
1472,173,2,398.64,3,1,1,5,At Risk
1473,201,7,3290.59,3,5,5,13,Champions
1474,72,3,1335.1,4,2,2,8,Potential Loyalists
1475,614,3,1244.76,1,2,2,5,At Risk
1476,155,4,1453.0,3,2,2,7,Potential Loyalists
1477,353,5,1543.62,2,3,3,8,Potential Loyalists
1478,550,4,987.13,1,2,2,5,At Risk
1479,391,4,1679.81,2,2,3,7,Potential Loyalists
1480,61,5,2263.33,4,3,4,11,Loyal Customers
1481,329,2,2387.0,2,1,4,7,Potential Loyalists
1482,120,2,3092.02,3,1,4,8,Potential Loyalists
1483,196,3,1732.57,3,2,3,8,Potential Loyalists
1484,200,5,3711.01,3,3,5,11,Loyal Customers
1485,1,5,2307.62,4,3,4,11,Loyal Customers
1486,356,5,2823.31,2,3,4,9,Potential Loyalists
1487,1,3,1204.7,4,2,2,8,Potential Loyalists
1488,1,7,3566.7400000000002,4,5,5,14,Champions
1489,461,10,4642.24,1,5,5,11,Loyal Customers
1490,192,6,4018.8300000000004,3,4,5,12,Loyal Customers
1491,151,4,4598.79,3,2,5,10,Loyal Customers
1492,397,6,2303.9500000000003,2,4,4,10,Loyal Customers
1493,559,3,1091.19,1,2,2,5,At Risk
1494,564,2,1456.88,1,1,3,5,At Risk
1495,31,9,3538.35,4,5,5,14,Champions
1496,579,2,622.39,1,1,1,3,Churned
1497,151,8,5032.38,3,5,5,13,Champions
1498,318,3,1701.26,2,2,3,7,Potential Loyalists
1499,297,3,3628.83,2,2,5,9,Potential Loyalists
1500,1,5,956.58,4,3,2,9,Potential Loyalists
1501,1,10,4782.21,4,5,5,14,Champions
1502,410,2,813.89,2,1,1,4,At Risk
1503,579,1,114.4,1,1,1,3,Churned
1504,95,8,2056.28,4,5,3,12,Loyal Customers
1505,120,5,880.07,3,3,2,8,Potential Loyalists
1506,1,3,1519.34,4,2,3,9,Potential Loyalists
1507,409,3,1643.5,2,2,3,7,Potential Loyalists
1508,95,7,2830.48,4,5,4,13,Champions
1509,613,4,2424.36,1,2,4,7,Potential Loyalists
1510,1,8,3651.64,4,5,5,14,Champions
1511,684,1,362.27,1,1,1,3,Churned
1512,624,3,490.38,1,2,1,4,At Risk
1513,1,8,2986.13,4,5,4,13,Champions
1514,1,5,2339.49,4,3,4,11,Loyal Customers
1515,123,2,354.98,3,1,1,5,At Risk
1516,261,4,2778.59,3,2,4,9,Potential Loyalists
1517,1,3,696.6800000000001,4,2,1,7,Potential Loyalists
1518,563,4,2166.7400000000002,1,2,4,7,Potential Loyalists
