restaurant_id,total_orders,avg_rating,avg_del_time,total_revenue,cancel_rate,performance_score,tier
36,33,3.8484848484848486,36.666666666666664,9289.69,9.090909090909092,78.06,Underperforming
37,21,3.857142857142857,31.095238095238095,5381.58,9.523809523809524,80.09,Average
38,23,4.086956521739131,36.78260869565217,6486.03,21.73913043478261,76.13,Underperforming
39,24,3.9583333333333335,29.208333333333332,6255.14,12.5,80.71,Average
40,30,4.0,34.5,7800.75,6.666666666666667,80.81,Top Performer
41,28,3.9642857142857144,32.607142857142854,6342.03,10.714285714285714,80.02,Average
42,19,3.8421052631578947,31.210526315789473,5029.82,0.0,82.78,Top Performer
43,20,3.85,32.5,5563.25,0.0,82.36,Top Performer
44,24,3.9583333333333335,33.875,7468.91,8.333333333333332,80.21,Average
45,28,4.0,37.142857142857146,8204.619999999999,10.714285714285714,78.61,Average
46,33,3.878787878787879,31.242424242424242,7917.51,6.0606060606060606,81.25,Top Performer
47,22,4.045454545454546,36.27272727272727,5714.39,4.545454545454546,81.15,Top Performer
48,24,3.9583333333333335,36.625,5415.33,4.166666666666666,80.43,Average
49,22,4.363636363636363,35.04545454545455,5625.22,9.090909090909092,82.79,Top Performer
50,22,3.8636363636363638,33.86363636363637,6748.09,0.0,81.96,Top Performer
51,17,4.0588235294117645,29.176470588235293,3134.03,5.88235294117647,83.51,Top Performer
52,26,4.230769230769231,35.42307692307692,8944.33,3.8461538461538463,83.16,Top Performer
53,21,3.8095238095238093,28.761904761904763,5024.4800000000005,0.0,83.44,Top Performer
54,23,3.5652173913043477,32.65217391304348,5439.96,13.043478260869565,76.11,Underperforming
55,22,3.772727272727273,33.95454545454545,6066.3,9.090909090909092,78.47,Underperforming
56,25,4.24,34.56,5951.5,8.0,82.31,Top Performer
57,33,3.909090909090909,37.24242424242424,7849.54,6.0606060606060606,79.24,Average
58,32,4.03125,33.65625,8423.89,0.0,83.38,Top Performer
59,22,4.090909090909091,34.86363636363637,5304.95,9.090909090909092,80.68,Average
60,17,4.352941176470588,32.05882352941177,5157.39,0.0,86.55,Top Performer
61,38,3.8157894736842106,34.078947368421055,10228.22,0.0,81.5,Top Performer
62,20,3.95,33.0,5752.92,0.0,82.98,Top Performer
63,19,3.210526315789474,38.36842105263158,4902.26,0.0,75.05,Underperforming
64,23,3.782608695652174,36.65217391304348,5928.05,8.695652173913043,77.66,Underperforming
65,21,3.761904761904762,38.04761904761905,5816.12,19.047619047619047,73.86,Underperforming
66,24,4.083333333333333,35.083333333333336,5503.27,12.5,79.51,Average
67,28,3.75,34.17857142857143,9099.92,7.142857142857142,78.79,Average
68,25,4.16,40.48,6573.67,8.0,79.45,Average
69,30,4.0,31.2,6774.39,10.0,81.05,Top Performer
70,17,3.9411764705882355,31.294117647058822,5079.78,23.52941176470588,76.49,Underperforming
71,32,4.0625,31.03125,9453.67,9.375,81.8,Top Performer
72,27,4.074074074074074,33.96296296296296,8028.54,7.4074074074074066,81.38,Top Performer
73,34,3.9705882352941178,35.14705882352941,8486.32,8.823529411764707,79.69,Average
74,27,4.185185185185185,33.77777777777778,7238.67,11.11111111111111,81.23,Top Performer
75,24,4.083333333333333,34.375,6249.77,12.5,79.78,Average
76,20,3.9,32.7,4692.87,20.0,76.69,Underperforming
77,26,4.1923076923076925,39.15384615384615,6780.14,15.384615384615385,77.99,Underperforming
78,19,3.526315789473684,32.89473684210526,4144.09,10.526315789473683,76.47,Underperforming
79,26,3.769230769230769,36.84615384615385,5950.070000000001,3.8461538461538463,78.93,Average
80,29,3.793103448275862,37.241379310344826,5456.45,13.793103448275861,75.99,Underperforming
81,20,4.0,35.15,7136.57,10.0,79.57,Average
82,27,3.740740740740741,34.666666666666664,6552.65,0.0,80.68,Average
83,22,3.727272727272727,37.13636363636363,5242.8,4.545454545454546,78.28,Underperforming
84,24,4.166666666666667,37.875,5253.94,16.666666666666664,77.88,Underperforming
85,25,3.84,32.64,7492.21,12.0,78.63,Average
86,19,3.6842105263157894,27.57894736842105,4989.27,5.263157894736842,81.3,Top Performer
87,31,4.064516129032258,37.38709677419355,10017.51,12.903225806451612,78.38,Underperforming
88,35,3.657142857142857,32.97142857142857,9672.43,8.571428571428571,78.07,Underperforming
89,22,4.045454545454546,35.95454545454545,6143.81,4.545454545454546,81.27,Top Performer
90,26,3.9615384615384617,31.26923076923077,7164.61,3.8461538461538463,82.56,Top Performer
91,29,4.0344827586206895,32.758620689655174,7259.1900000000005,10.344827586206897,80.64,Average
92,18,4.222222222222222,40.166666666666664,4435.6,11.11111111111111,79.13,Average
93,25,4.04,34.16,6699.1,8.0,80.86,Top Performer
94,19,3.9473684210526314,37.0,4567.9,21.052631578947366,75.14,Underperforming
95,26,4.038461538461538,40.15384615384615,6725.85,15.384615384615385,76.38,Underperforming
96,28,4.178571428571429,34.285714285714285,7595.69,10.714285714285714,81.11,Top Performer
97,32,4.15625,35.34375,8782.47,6.25,81.87,Top Performer
98,22,3.8181818181818183,34.86363636363637,5296.72,4.545454545454546,79.86,Average
99,22,4.090909090909091,35.40909090909091,4947.94,13.636363636363635,79.11,Average
100,23,4.043478260869565,33.65217391304348,5933.71,26.08695652173913,75.65,Underperforming
101,23,3.652173913043478,37.47826086956522,5705.7300000000005,8.695652173913043,76.3,Underperforming
102,17,3.588235294117647,36.1764705882353,3935.36,0.0,78.89,Average
103,23,4.0,30.956521739130434,6650.17,4.3478260869565215,82.84,Top Performer
104,32,4.0,33.625,7056.11,21.875,76.58,Underperforming
105,33,3.909090909090909,32.96969696969697,9042.06,6.0606060606060606,80.84,Top Performer
106,34,4.176470588235294,33.23529411764706,8353.54,11.76470588235294,81.17,Top Performer
107,17,4.0588235294117645,35.05882352941177,4381.3,5.88235294117647,81.31,Top Performer
108,30,3.8666666666666667,36.93333333333333,6586.0,13.333333333333334,76.83,Underperforming
109,28,3.8214285714285716,34.25,5765.21,3.571428571428571,80.41,Average
110,27,3.962962962962963,32.74074074074074,8976.12,18.51851851851852,77.62,Underperforming
111,23,4.217391304347826,38.34782608695652,5486.88,13.043478260869565,79.2,Average
112,19,4.315789473684211,29.263157894736842,4605.01,21.052631578947366,80.99,Top Performer
113,27,3.7037037037037037,36.2962962962963,8694.39,11.11111111111111,76.44,Underperforming
114,29,4.172413793103448,34.37931034482759,7691.76,10.344827586206897,81.13,Top Performer
115,19,3.8947368421052633,36.26315789473684,5772.87,5.263157894736842,79.73,Average
116,29,4.0344827586206895,39.275862068965516,9435.59,6.896551724137931,79.23,Average
117,25,4.04,36.76,7110.99,8.0,79.88,Average
118,13,4.0,38.92307692307692,3005.64,7.6923076923076925,78.85,Average
119,22,4.0,32.68181818181818,5571.75,13.636363636363635,79.4,Average
120,20,3.85,32.0,4938.4800000000005,15.0,78.05,Underperforming
121,25,4.12,32.32,5214.51,12.0,80.99,Top Performer
122,14,3.642857142857143,24.142857142857142,2882.62,0.0,83.84,Top Performer
123,23,4.173913043478261,37.30434782608695,7561.85,26.08695652173913,75.33,Underperforming
124,26,3.6153846153846154,38.84615384615385,6286.29,15.384615384615385,73.49,Underperforming
125,33,3.9393939393939394,36.18181818181818,8698.83,15.151515151515152,77.15,Underperforming
126,20,3.8,36.2,4347.75,10.0,77.58,Underperforming
127,22,3.8636363636363638,34.36363636363637,5501.79,9.090909090909092,79.05,Average
128,23,4.086956521739131,35.65217391304348,4446.76,8.695652173913043,80.47,Average
129,20,4.35,29.85,4160.29,25.0,79.86,Average
130,20,3.8,32.7,5639.72,0.0,81.89,Top Performer
131,24,3.9166666666666665,35.583333333333336,6790.99,8.333333333333332,79.24,Average
132,26,3.923076923076923,35.53846153846154,5940.64,7.6923076923076925,79.5,Average
133,26,4.1923076923076925,37.23076923076923,7078.68,19.230769230769234,77.56,Underperforming
134,17,3.588235294117647,35.94117647058823,4060.22,5.88235294117647,77.21,Underperforming
135,19,4.052631578947368,37.31578947368421,4008.95,10.526315789473683,79.02,Average
136,26,3.9615384615384617,35.80769230769231,8196.99,7.6923076923076925,79.71,Average
137,17,3.5294117647058822,38.35294117647059,5352.01,0.0,77.6,Underperforming
138,25,3.36,36.36,5591.36,20.0,70.99,Underperforming
139,24,3.5,34.5,7447.59,4.166666666666666,77.56,Underperforming
140,20,4.05,32.35,4782.49,5.0,82.52,Top Performer
141,22,3.8636363636363638,36.13636363636363,4659.34,13.636363636363635,77.02,Underperforming
142,28,4.285714285714286,31.428571428571427,8713.67,14.285714285714285,81.96,Top Performer
143,35,3.8857142857142857,31.97142857142857,9034.44,2.857142857142857,81.99,Top Performer
144,26,3.923076923076923,34.26923076923077,5224.13,11.538461538461538,78.82,Average
145,25,4.32,33.04,6878.75,4.0,84.72,Top Performer
146,28,4.071428571428571,36.035714285714285,7366.9,3.571428571428571,81.74,Top Performer
147,23,4.086956521739131,33.26086956521739,7225.75,8.695652173913043,81.36,Top Performer
148,33,4.0,32.303030303030305,7128.09,12.121212121212121,80.0,Average
149,19,3.8947368421052633,35.26315789473684,4557.5,10.526315789473683,78.53,Average
150,23,4.304347826086956,32.17391304347826,5157.6,13.043478260869565,82.21,Top Performer
151,25,4.12,39.88,6245.75,12.0,78.16,Underperforming
152,20,4.05,36.6,5316.6,20.0,76.42,Underperforming
153,29,4.172413793103448,36.37931034482759,7198.75,3.4482758620689653,82.45,Top Performer
154,32,3.96875,33.59375,8056.32,18.75,77.28,Underperforming
155,26,4.269230769230769,34.96153846153846,8748.81,7.6923076923076925,82.49,Top Performer
156,25,4.04,36.2,6248.63,12.0,78.9,Average
157,9,4.0,31.444444444444443,2434.71,0.0,83.96,Top Performer
158,21,3.857142857142857,33.61904761904762,4679.62,9.523809523809524,79.14,Average
159,17,4.117647058823529,36.470588235294116,3618.4900000000002,5.88235294117647,81.25,Top Performer
160,22,3.8636363636363638,30.681818181818183,5909.24,9.090909090909092,80.43,Average
161,25,3.92,34.44,6510.13,8.0,79.8,Average
162,23,4.217391304347826,35.608695652173914,6805.58,0.0,84.14,Top Performer
163,32,4.1875,39.40625,8179.84,12.5,78.72,Average
164,35,3.914285714285714,34.51428571428571,8366.38,20.0,76.12,Underperforming
165,28,3.8214285714285716,38.214285714285715,7092.61,21.428571428571427,73.56,Underperforming
166,23,3.8260869565217392,33.130434782608695,6733.9,17.391304347826086,76.72,Underperforming
167,28,4.035714285714286,32.32142857142857,6273.81,14.285714285714285,79.63,Average
168,27,4.037037037037037,35.074074074074076,7339.43,11.11111111111111,79.56,Average
169,20,3.4,31.75,3912.44,15.0,74.54,Underperforming
170,32,3.875,31.0625,8980.55,6.25,81.23,Top Performer
171,28,4.214285714285714,35.785714285714285,7107.62,17.857142857142858,78.69,Average
172,26,4.076923076923077,32.23076923076923,6803.46,7.6923076923076925,81.97,Top Performer
173,13,4.230769230769231,31.53846153846154,2923.14,0.0,85.77,Top Performer
174,19,4.105263157894737,35.421052631578945,6519.51,15.789473684210526,78.57,Average
175,27,3.7037037037037037,33.81481481481482,6636.77,3.7037037037037033,79.59,Average
176,34,4.117647058823529,33.76470588235294,10481.869999999999,14.705882352941178,79.62,Average
177,18,3.7222222222222223,33.333333333333336,4358.43,0.0,81.03,Top Performer
178,24,4.083333333333333,32.833333333333336,6291.92,4.166666666666666,82.85,Top Performer
179,25,3.96,35.92,6123.99,8.0,79.56,Average
180,22,4.0,29.5,5806.82,9.090909090909092,81.96,Top Performer
181,20,4.0,37.15,6726.88,0.0,81.82,Top Performer
182,23,3.869565217391304,33.95652173913044,6247.31,13.043478260869565,78.06,Underperforming
183,33,4.121212121212121,33.18181818181818,10688.61,0.0,84.28,Top Performer
184,21,4.095238095238095,33.76190476190476,4936.8,14.285714285714285,79.57,Average
185,31,3.903225806451613,35.483870967741936,8797.95,12.903225806451612,77.8,Underperforming
186,26,3.8076923076923075,35.0,6402.7300000000005,19.230769230769234,75.32,Underperforming
187,16,3.625,37.0625,4336.46,18.75,73.23,Underperforming
188,23,4.043478260869565,34.17391304347826,6859.04,4.3478260869565215,81.98,Top Performer
189,30,3.9,30.9,7777.7,13.333333333333334,79.36,Average
190,23,3.782608695652174,30.347826086956523,7715.45,4.3478260869565215,81.33,Top Performer
191,26,3.8461538461538463,33.76923076923077,7165.52,30.76923076923077,72.62,Underperforming
192,26,3.9615384615384617,33.34615384615385,7377.12,7.6923076923076925,80.63,Average
193,27,3.8518518518518516,29.925925925925927,5908.91,7.4074074074074066,81.12,Top Performer
194,24,3.9166666666666665,34.291666666666664,6670.59,20.833333333333336,75.97,Underperforming
195,21,4.0,30.80952380952381,5414.9400000000005,14.285714285714285,79.91,Average
196,17,4.176470588235294,43.64705882352941,3299.27,0.0,80.79,Top Performer
197,24,4.333333333333333,30.25,6367.06,12.5,83.32,Top Performer
198,23,4.434782608695652,36.34782608695652,5518.51,8.695652173913043,82.99,Top Performer
199,27,3.7777777777777777,39.0,7772.12,0.0,79.35,Average
200,25,3.72,33.04,5486.43,12.0,77.52,Underperforming
201,35,3.7142857142857144,35.97142857142857,7645.89,8.571428571428571,77.4,Underperforming
202,17,3.5294117647058822,30.0,5484.79,11.76470588235294,77.21,Underperforming
203,23,4.434782608695652,32.34782608695652,8205.31,13.043478260869565,83.18,Top Performer
204,25,4.32,33.12,6344.52,8.0,83.49,Top Performer
205,23,3.8260869565217392,36.391304347826086,6729.13,17.391304347826086,75.49,Underperforming
206,27,4.0,32.407407407407405,7534.39,3.7037037037037033,82.49,Top Performer
207,18,3.9444444444444446,33.833333333333336,5872.6,5.555555555555555,80.95,Top Performer
208,24,4.125,36.0,7133.78,16.666666666666664,78.25,Underperforming
209,30,4.0,32.833333333333336,6946.7,6.666666666666667,81.44,Top Performer
210,28,3.857142857142857,38.035714285714285,6541.0,3.571428571428571,79.27,Average
211,24,4.0,33.708333333333336,5903.5,4.166666666666666,81.86,Top Performer
212,33,3.8484848484848486,33.75757575757576,7846.33,21.21212121212121,75.52,Underperforming
213,21,3.9523809523809526,35.38095238095238,6566.06,23.809523809523807,74.96,Underperforming
214,28,3.9642857142857144,35.857142857142854,6326.96,0.0,82.02,Top Performer
215,32,3.84375,32.84375,6489.33,6.25,80.31,Average
216,27,3.925925925925926,34.370370370370374,6806.36,7.4074074074074066,80.05,Average
217,28,4.214285714285714,31.714285714285715,8906.04,10.714285714285714,82.36,Top Performer
218,19,3.263157894736842,34.73684210526316,4443.81,10.526315789473683,73.67,Underperforming
219,28,3.857142857142857,35.642857142857146,7997.42,7.142857142857142,79.1,Average
220,23,4.0,36.08695652173913,6290.58,13.043478260869565,78.3,Underperforming
221,30,4.0,35.166666666666664,6770.31,3.3333333333333335,81.56,Top Performer
222,19,3.8947368421052633,31.42105263157895,3992.35,5.263157894736842,81.55,Top Performer
223,26,4.038461538461538,32.53846153846154,7630.03,11.538461538461538,80.39,Average
224,28,4.071428571428571,32.42857142857143,6996.96,14.285714285714285,79.88,Average
225,31,3.903225806451613,33.25806451612903,10633.11,9.67741935483871,79.6,Average
226,23,4.043478260869565,31.391304347826086,6442.29,17.391304347826086,79.11,Average
227,22,4.363636363636363,40.0,6071.44,9.090909090909092,80.93,Top Performer
228,22,3.909090909090909,33.72727272727273,4924.92,13.636363636363635,78.28,Underperforming
229,32,4.15625,33.4375,8141.17,12.5,80.71,Average
230,26,4.038461538461538,34.30769230769231,4819.93,11.538461538461538,79.73,Average
231,26,3.6538461538461537,35.61538461538461,8370.34,11.538461538461538,76.16,Underperforming
232,24,3.75,33.583333333333336,5930.31,16.666666666666664,76.16,Underperforming
233,15,4.2,36.333333333333336,4734.23,13.333333333333334,79.72,Average
234,18,4.277777777777778,34.94444444444444,4338.89,11.11111111111111,81.53,Top Performer
235,29,3.9310344827586206,32.48275862068966,7658.33,20.689655172413794,76.81,Underperforming
236,29,4.0344827586206895,31.620689655172413,9407.91,6.896551724137931,82.1,Top Performer
237,20,4.15,34.6,5151.88,5.0,82.48,Top Performer
238,30,3.6333333333333333,36.266666666666666,9185.97,16.666666666666664,74.22,Underperforming
239,26,4.115384615384615,34.76923076923077,7901.71,15.384615384615385,79.02,Average
240,20,4.35,32.85,4327.7,5.0,84.73,Top Performer
241,20,4.35,35.5,4931.56,15.0,80.74,Top Performer
242,34,3.9411764705882355,35.14705882352941,7115.39,8.823529411764707,79.45,Average
243,26,4.0,38.23076923076923,7021.95,26.923076923076923,73.34,Underperforming
244,31,4.064516129032258,33.12903225806452,8668.42,9.67741935483871,80.94,Top Performer
245,28,3.892857142857143,34.107142857142854,6969.150000000001,14.285714285714285,77.82,Underperforming
246,27,3.925925925925926,36.333333333333336,6839.469999999999,0.0,81.53,Top Performer
247,26,4.269230769230769,37.07692307692308,5638.21,3.8461538461538463,82.85,Top Performer
248,25,3.88,29.68,6192.82,12.0,80.06,Average
249,21,3.8095238095238093,34.285714285714285,6252.68,14.285714285714285,77.08,Underperforming
250,27,4.0,34.25925925925926,8624.93,11.11111111111111,79.57,Average
251,26,3.8846153846153846,34.69230769230769,6470.23,3.8461538461538463,80.66,Average
252,16,4.1875,39.3125,3674.75,18.75,76.88,Underperforming
253,22,4.090909090909091,35.72727272727273,6030.55,4.545454545454546,81.72,Top Performer
254,27,3.925925925925926,39.666666666666664,6359.29,11.11111111111111,76.95,Underperforming
255,37,4.243243243243243,37.13513513513514,10456.62,5.405405405405405,82.15,Top Performer
256,18,3.7222222222222223,35.666666666666664,4855.16,0.0,80.15,Average
257,44,4.0227272727272725,36.04545454545455,11229.92,11.363636363636363,79.01,Average
258,28,4.071428571428571,32.57142857142857,8044.62,3.571428571428571,83.04,Top Performer
259,22,3.8181818181818183,37.27272727272727,4628.72,13.636363636363635,76.23,Underperforming
260,27,4.111111111111111,34.2962962962963,6476.47,14.814814814814813,79.33,Average
261,26,4.115384615384615,36.30769230769231,7011.96,3.8461538461538463,81.9,Top Performer
262,31,3.806451612903226,36.38709677419355,8123.21,9.67741935483871,77.65,Underperforming
263,21,4.0,34.61904761904762,5882.54,19.047619047619047,77.05,Underperforming
264,34,4.294117647058823,35.529411764705884,12206.69,5.88235294117647,83.01,Top Performer
265,23,3.782608695652174,35.78260869565217,5985.28,8.695652173913043,77.98,Underperforming
266,21,4.0476190476190474,40.80952380952381,4426.5,14.285714285714285,76.54,Underperforming
267,24,3.9583333333333335,36.916666666666664,7464.85,4.166666666666666,80.32,Average
268,31,4.225806451612903,35.483870967741936,7782.95,9.67741935483871,81.35,Top Performer
269,26,4.076923076923077,36.57692307692308,6921.1900000000005,11.538461538461538,79.19,Average
270,18,3.9444444444444446,33.0,5421.610000000001,11.11111111111111,79.6,Average
271,25,3.6,33.24,7685.05,8.0,77.68,Underperforming
272,23,4.043478260869565,33.78260869565217,6930.93,21.73913043478261,76.91,Underperforming
273,27,4.074074074074074,35.851851851851855,6413.26,7.4074074074074066,80.68,Average
274,26,3.8461538461538463,35.46153846153846,7715.8,0.0,81.22,Top Performer
275,23,4.0,32.0,6832.17,17.391304347826086,78.53,Average
276,20,3.9,34.95,5074.51,20.0,75.84,Underperforming
277,30,3.966666666666667,33.93333333333333,9428.89,20.0,76.76,Underperforming
278,21,3.619047619047619,33.714285714285715,5196.71,4.761904761904762,78.63,Average
279,22,4.2727272727272725,33.54545454545455,6020.7,9.090909090909092,82.62,Top Performer
280,23,4.043478260869565,38.47826086956522,5332.860000000001,17.391304347826086,76.45,Underperforming
281,29,3.8620689655172415,34.96551724137931,6405.76,3.4482758620689653,80.5,Average
282,32,3.90625,34.625,10594.75,9.375,79.2,Average
283,20,4.15,37.1,5857.2,10.0,80.04,Average
284,24,3.875,39.625,7027.14,0.0,79.89,Average
285,27,3.7037037037037037,35.74074074074074,7440.11,3.7037037037037033,78.87,Average
286,31,3.838709677419355,33.54838709677419,7885.04,9.67741935483871,78.98,Average
287,24,3.9166666666666665,41.791666666666664,6606.95,12.5,75.66,Underperforming
288,22,4.090909090909091,30.136363636363637,5103.27,13.636363636363635,81.09,Top Performer
289,23,3.739130434782609,31.130434782608695,6747.06,17.391304347826086,76.77,Underperforming
290,24,4.208333333333333,36.333333333333336,5804.01,8.333333333333332,81.29,Top Performer
291,22,4.045454545454546,37.68181818181818,5514.849999999999,9.090909090909092,79.26,Average
292,30,4.133333333333334,33.7,8215.4,16.666666666666664,79.18,Average
293,24,4.083333333333333,34.791666666666664,6770.38,0.0,83.37,Top Performer
294,29,3.793103448275862,36.758620689655174,7124.02,10.344827586206897,77.21,Underperforming
295,22,4.136363636363637,35.90909090909091,5534.17,13.636363636363635,79.28,Average
296,27,3.888888888888889,35.55555555555556,6851.31,18.51851851851852,75.97,Underperforming
297,32,4.03125,33.34375,8725.97,6.25,81.62,Top Performer
298,18,4.166666666666667,35.388888888888886,3263.35,5.555555555555555,82.15,Top Performer
299,33,4.0,37.27272727272727,8594.47,3.0303030303030303,80.86,Top Performer
300,26,3.8461538461538463,32.19230769230769,6284.15,23.076923076923077,75.52,Underperforming
301,20,3.8,33.45,5078.4400000000005,10.0,78.61,Average
302,20,3.9,33.55,5268.49,15.0,77.87,Underperforming
303,26,4.1923076923076925,34.73076923076923,6506.82,11.538461538461538,80.8,Top Performer
304,26,4.423076923076923,35.38461538461539,6866.43,7.6923076923076925,83.56,Top Performer
305,24,4.125,36.708333333333336,7049.46,12.5,79.23,Average
306,27,3.7777777777777777,31.814814814814813,6708.01,14.814814814814813,77.6,Underperforming
307,24,3.5416666666666665,37.291666666666664,6409.0599999999995,16.666666666666664,73.1,Underperforming
308,29,3.8275862068965516,35.275862068965516,6797.45,10.344827586206897,78.04,Underperforming
309,28,4.178571428571429,32.57142857142857,7300.03,7.142857142857142,82.82,Top Performer
310,31,3.870967741935484,36.58064516129032,7469.21,16.129032258064516,76.16,Underperforming
311,26,4.038461538461538,35.76923076923077,6730.39,15.384615384615385,78.03,Underperforming
312,23,3.5652173913043477,36.95652173913044,6167.17,0.0,78.41,Underperforming
313,23,4.086956521739131,33.69565217391305,5762.73,8.695652173913043,81.2,Top Performer
314,23,3.739130434782609,35.78260869565217,5372.63,8.695652173913043,77.64,Underperforming
315,37,4.027027027027027,32.32432432432432,8489.37,16.216216216216218,78.98,Average
316,23,3.869565217391304,36.95652173913044,5463.19,4.3478260869565215,79.54,Average
317,30,3.566666666666667,32.0,7291.45,13.333333333333334,76.28,Underperforming
318,20,3.65,37.3,6044.63,10.0,75.96,Underperforming
319,23,3.652173913043478,36.869565217391305,5707.09,8.695652173913043,76.53,Underperforming
320,25,4.04,31.08,5221.81,8.0,82.02,Top Performer
321,24,3.8333333333333335,38.375,6554.42,16.666666666666664,75.03,Underperforming
322,25,3.76,29.72,5986.41,12.0,79.09,Average
323,31,4.096774193548387,29.93548387096774,6654.68,6.451612903225806,83.36,Top Performer
324,13,3.769230769230769,36.07692307692308,3368.4700000000003,15.384615384615385,75.76,Underperforming
325,33,4.03030303030303,32.878787878787875,10394.03,18.181818181818183,78.21,Underperforming
326,23,4.130434782608695,36.08695652173913,5541.73,21.73913043478261,76.74,Underperforming
327,24,4.25,30.458333333333332,6068.5,8.333333333333332,83.83,Top Performer
328,18,3.7222222222222223,37.22222222222222,4415.22,11.11111111111111,76.24,Underperforming
329,26,4.153846153846154,38.42307692307692,6984.56,11.538461538461538,79.11,Average
330,24,4.166666666666667,33.458333333333336,6595.18,12.5,80.79,Top Performer
331,23,3.869565217391304,37.78260869565217,5108.9,13.043478260869565,76.62,Underperforming
332,20,3.6,31.35,5432.4400000000005,15.0,76.29,Underperforming
333,20,4.1,38.55,5193.29,10.0,79.09,Average
334,29,3.8275862068965516,32.41379310344828,8504.42,0.0,82.22,Top Performer
335,30,3.8666666666666667,33.833333333333336,8341.98,13.333333333333334,78.0,Underperforming
336,24,4.125,33.875,5040.61,20.833333333333336,77.8,Underperforming
337,24,4.125,37.375,6713.81,0.0,82.73,Top Performer
338,18,4.166666666666667,36.27777777777778,4670.14,5.555555555555555,81.81,Top Performer
339,27,3.8518518518518516,35.51851851851852,7259.65,11.11111111111111,77.91,Underperforming
340,23,3.9565217391304346,27.26086956521739,6841.11,17.391304347826086,79.96,Average
341,33,4.151515151515151,37.42424242424242,9216.69,6.0606060606060606,81.11,Top Performer
342,20,4.05,30.4,5938.74,25.0,77.25,Underperforming
343,26,4.0,32.46153846153846,7671.35,3.8461538461538463,82.42,Top Performer
344,26,4.153846153846154,36.26923076923077,6574.68,23.076923076923077,76.46,Underperforming
345,22,3.909090909090909,32.22727272727273,5726.08,9.090909090909092,80.21,Average
346,31,4.096774193548387,36.61290322580645,6830.6900000000005,3.225806451612903,81.83,Top Performer
347,18,4.055555555555555,34.22222222222222,4815.36,5.555555555555555,81.69,Top Performer
348,29,3.8620689655172415,35.86206896551724,7400.79,6.896551724137931,79.13,Average
349,23,3.8260869565217392,38.52173913043478,5463.84,17.391304347826086,74.7,Underperforming
350,21,4.0,39.19047619047619,6771.06,19.047619047619047,75.34,Underperforming
351,15,3.7333333333333334,32.333333333333336,3788.43,0.0,81.49,Top Performer
352,28,4.285714285714286,33.0,7770.49,14.285714285714285,81.38,Top Performer
